사용월,호선명,지하철역,유임승차인원,무임승차인원,유임하차인원,무임하차인원,승차인원,하차인원
202011,우이신설선,4.19민주묘지,47094,28318,46851,25855,75412,72706
202010,우이신설선,4.19민주묘지,45957,31491,44921,27925,77448,72846
202009,우이신설선,4.19민주묘지,37894,27137,37524,24332,65031,61856
202008,우이신설선,4.19민주묘지,38134,25599,37443,23839,63733,61282
202007,우이신설선,4.19민주묘지,46501,31358,45351,28504,77859,73855
202011,경원선,가능,124021,44959,117330,44355,168980,161685
202010,경원선,가능,126311,47886,118468,47378,174197,165846
202009,경원선,가능,110725,42804,105744,42265,153529,148009
202008,경원선,가능,112259,42355,106356,41754,154614,148110
202007,경원선,가능,133578,48542,124978,47729,182120,172707
202011,3호선,가락시장,171702,65255,170692,64728,236957,235420
202010,3호선,가락시장,164955,64704,164274,63363,229659,227637
202009,3호선,가락시장,145109,61059,143578,60012,206168,203590
202008,3호선,가락시장,153418,57323,149134,55822,210741,204956
202007,3호선,가락시장,190070,66393,186105,64383,256463,250488
202011,8호선,가락시장(8호선),151100,54015,175749,55666,205115,231415
202010,8호선,가락시장(8호선),145422,54338,170401,55770,199760,226171
202009,8호선,가락시장(8호선),130201,53367,150156,55918,183568,206074
202008,8호선,가락시장(8호선),132159,45043,152942,46557,177202,199499
202007,8호선,가락시장(8호선),160265,52880,187371,54433,213145,241804
202011,경부선,가산디지털단지(경부선),398476,28226,478958,31513,426702,510471
202010,경부선,가산디지털단지(경부선),378906,28215,457559,31232,407121,488791
202009,경부선,가산디지털단지(경부선),345466,24941,412293,27096,370407,439389
202008,경부선,가산디지털단지(경부선),344095,24017,409202,26836,368112,436038
202007,경부선,가산디지털단지(경부선),426257,28865,501118,32268,455122,533386
202011,7호선,가산디지털단지(7호선),1040049,74878,1042589,71209,1114927,1113798
202010,7호선,가산디지털단지(7호선),972651,71857,976959,68360,1044508,1045319
202009,7호선,가산디지털단지(7호선),903567,64811,907667,61662,968378,969329
202008,7호선,가산디지털단지(7호선),900351,63870,906263,60076,964221,966339
202007,7호선,가산디지털단지(7호선),1092353,75745,1102697,71659,1168098,1174356
202011,9호선,가양,417077,103818,405307,101409,520895,506716
202010,9호선,가양,404031,105620,391342,102517,509651,493859
202009,9호선,가양,353358,92444,342966,90135,445802,433101
202008,9호선,가양,383522,95192,369427,93010,478714,462437
202007,9호선,가양,451203,108797,432818,106222,560000,539040
202011,우이신설선,가오리,64978,37677,61576,38992,102655,100568
202010,우이신설선,가오리,64150,38391,59478,39041,102541,98519
202009,우이신설선,가오리,56883,32940,54748,34259,89823,89007
202008,우이신설선,가오리,58535,33453,54887,34758,91988,89645
202007,우이신설선,가오리,70459,39060,65365,40383,109519,105748
202011,경의선,가좌,103001,36505,92265,35668,139506,127933
202010,경의선,가좌,99031,37965,89793,37211,136996,127004
202009,경의선,가좌,85280,32454,77049,32212,117734,109261
202008,경의선,가좌,90809,32490,81512,32340,123299,113852
202007,경의선,가좌,108434,38997,96835,38313,147431,135148
202011,분당선,가천대,188497,21721,213739,22649,210218,236388
202010,분당선,가천대,194814,21442,216388,22637,216256,239025
202009,분당선,가천대,132047,18858,151575,19891,150905,171466
202008,분당선,가천대,123260,19050,145674,20226,142310,165900
202007,분당선,가천대,175799,21984,198468,23270,197783,221738
202011,경춘선,가평,33860,11656,34227,11507,45516,45734
202010,경춘선,가평,43523,17900,42941,17682,61423,60623
202009,경춘선,가평,27566,11115,28816,11020,38681,39836
202008,경춘선,가평,46124,9992,46492,9766,56116,56258
202007,경춘선,가평,59884,13875,62019,13592,73759,75611
202011,경인선,간석,115352,35384,108951,34056,150736,143007
202010,경인선,간석,115111,36689,108387,34975,151800,143362
202009,경인선,간석,99559,31915,95216,30735,131474,125951
202008,경인선,간석,104600,32044,99687,30728,136644,130415
202007,경인선,간석,125774,36999,118979,35407,162773,154386
202011,경춘선,갈매,61603,16110,51230,15302,77713,66532
202010,경춘선,갈매,60401,16475,50747,15806,76876,66553
202009,경춘선,갈매,51425,14303,43591,13601,65728,57192
202008,경춘선,갈매,52135,13625,44292,13187,65760,57479
202007,경춘선,갈매,63882,16821,53381,16151,80703,69532
202011,2호선,강남,2019373,144790,2046712,129444,2164163,2176156
202010,2호선,강남,1940463,139031,1989674,124122,2079494,2113796
202009,2호선,강남,1565184,120841,1575148,106900,1686025,1682048
202008,2호선,강남,1926255,129625,1962805,115438,2055880,2078243
202007,2호선,강남,2402912,156106,2460256,138149,2559018,2598405
202011,분당선,강남구청(분당선),202028,31453,236851,33895,233481,270746
202010,분당선,강남구청(분당선),190758,30675,224646,33573,221433,258219
202009,분당선,강남구청(분당선),167042,26164,195667,28666,193206,224333
202008,분당선,강남구청(분당선),178966,27484,208650,29311,206450,237961
202007,분당선,강남구청(분당선),218115,32979,255747,35608,251094,291355
202011,7호선,강남구청(7호선),356949,39177,401615,39446,396126,441061
202010,7호선,강남구청(7호선),338837,38055,385939,38225,376892,424164
202009,7호선,강남구청(7호선),310411,33394,347829,33299,343805,381128
202008,7호선,강남구청(7호선),319926,33650,363686,34286,353576,397972
202007,7호선,강남구청(7호선),379402,40895,432660,40923,420297,473583
202011,5호선,강동,423052,84124,393631,79205,507176,472836
202010,5호선,강동,402699,83799,371268,79436,486498,450704
202009,5호선,강동,357668,70729,327282,67326,428397,394608
202008,5호선,강동,389017,76288,348676,71775,465305,420451
202007,5호선,강동,493546,92208,425812,85751,585754,511563
202011,8호선,강동구청,212072,51641,219890,52240,263713,272130
202010,8호선,강동구청,203332,51022,209657,51568,254354,261225
202009,8호선,강동구청,181807,44191,190380,44841,225998,235221
202008,8호선,강동구청,190566,45331,198670,45661,235897,244331
202007,8호선,강동구청,228052,53521,237229,54452,281573,291681
202011,경의선,강매,63358,14634,52804,14076,77992,66880
202010,경의선,강매,62380,15494,52019,14820,77874,66839
202009,경의선,강매,53319,13407,44449,12801,66726,57250
202008,경의선,강매,53809,12508,44708,12109,66317,56817
202007,경의선,강매,66238,15162,54451,14502,81400,68953
202011,2호선,강변(동서울터미널),755109,98010,757373,96939,853119,854312
202010,2호선,강변(동서울터미널),769026,102892,743680,101860,871918,845540
202009,2호선,강변(동서울터미널),611091,81944,625203,80915,693035,706118
202008,2호선,강변(동서울터미널),720750,89040,721532,87252,809790,808784
202007,2호선,강변(동서울터미널),860119,105763,857117,103150,965882,960267
202011,경춘선,강촌,10030,3831,9671,3969,13861,13640
202010,경춘선,강촌,13982,6218,12527,6404,20200,18931
202009,경춘선,강촌,7867,4272,7568,4409,12139,11977
202008,경춘선,강촌,10328,3556,8892,3716,13884,12608
202007,경춘선,강촌,13572,5114,11762,5337,18686,17099
202011,5호선,개롱,129824,37267,135090,38757,167091,173847
202010,5호선,개롱,127046,36395,130286,37782,163441,168068
202009,5호선,개롱,107500,30562,111978,31863,138062,143841
202008,5호선,개롱,115749,32479,121588,33664,148228,155252
202007,5호선,개롱,139339,37418,143369,38165,176757,181534
202011,경인선,개봉,449075,126593,452220,132517,575668,584737
202010,경인선,개봉,445218,129378,442399,135055,574596,577454
202009,경인선,개봉,386419,111138,390711,116276,497557,506987
202008,경인선,개봉,401194,111449,399731,116185,512643,515916
202007,경인선,개봉,474278,130202,471400,135681,604480,607081
202011,분당선,개포동,76589,19052,78006,19150,95641,97156
202010,분당선,개포동,71998,17855,73055,18037,89853,91092
202009,분당선,개포동,58788,14351,61232,14449,73139,75681
202008,분당선,개포동,65459,15668,68298,16108,81127,84406
202007,분당선,개포동,81372,19536,83900,19985,100908,103885
202011,9호선,개화,54710,11014,39148,9065,65724,48213
202010,9호선,개화,53777,12633,39310,10710,66410,50020
202009,9호선,개화,48262,10524,35542,8942,58786,44484
202008,9호선,개화,48491,10627,35642,9041,59118,44683
202007,9호선,개화,55626,12463,40251,10432,68089,50683
202011,5호선,개화산,103542,29737,96992,29263,133279,126255
202010,5호선,개화산,103339,30472,96742,30173,133811,126915
202009,5호선,개화산,90541,26533,85781,26862,117074,112643
202008,5호선,개화산,95203,26435,89712,26245,121638,115957
202007,5호선,개화산,111965,31272,104945,31135,143237,136080
202011,5호선,거여,161644,45335,150918,44419,206979,195337
202010,5호선,거여,154710,45191,144354,44473,199901,188827
202009,5호선,거여,136337,39734,127772,39062,176071,166834
202008,5호선,거여,140130,40680,130897,40131,180810,171028
202007,5호선,거여,168608,46820,156870,46179,215428,203049
202011,2호선,건대입구(2호선),854644,75583,931533,78360,930227,1009893
202010,2호선,건대입구(2호선),854490,77091,950677,79690,931581,1030367
202009,2호선,건대입구(2호선),685525,65132,746414,67688,750657,814102
202008,2호선,건대입구(2호선),780809,65701,859828,68979,846510,928807
202007,2호선,건대입구(2호선),946214,78039,1050904,81110,1024253,1132014
202011,7호선,건대입구(7호선),283577,42162,304188,37614,325739,341802
202010,7호선,건대입구(7호선),279713,41921,302417,38192,321634,340609
202009,7호선,건대입구(7호선),240763,36345,251832,32347,277108,284179
202008,7호선,건대입구(7호선),262764,38794,278366,34551,301558,312917
202007,7호선,건대입구(7호선),306877,44759,334150,40600,351636,374750
202011,공항철도 1호선,검암,171428,14965,167354,15013,186393,182367
202010,공항철도 1호선,검암,171661,16391,168758,16895,188052,185653
202009,공항철도 1호선,검암,147686,13311,146458,13559,160997,160017
202008,공항철도 1호선,검암,155457,13363,152313,13406,168820,165719
202007,공항철도 1호선,검암,185319,15763,180223,15768,201082,195991
202011,경강선,경기광주,159103,22337,149289,23007,181440,172296
202010,경강선,경기광주,157383,23246,146863,23467,180629,170330
202009,경강선,경기광주,132896,19726,126022,20404,152622,146426
202008,경강선,경기광주,140041,19352,131342,19917,159393,151259
202007,경강선,경기광주,171533,23887,159696,24153,195420,183849
202011,과천선,경마공원,41846,18429,41445,17645,60275,59090
202010,과천선,경마공원,24853,9063,24504,8673,33916,33177
202009,과천선,경마공원,19971,6563,19915,6521,26534,26436
202008,과천선,경마공원,23330,6390,23075,6189,29720,29264
202007,과천선,경마공원,28138,8564,28355,8552,36702,36907
202011,3호선,경복궁(정부서울청사),443671,70318,449717,69316,513989,519033
202010,3호선,경복궁(정부서울청사),424003,65322,432637,62426,489325,495063
202009,3호선,경복궁(정부서울청사),329665,50863,328044,47450,380528,375494
202008,3호선,경복궁(정부서울청사),356519,61131,354489,57652,417650,412141
202007,3호선,경복궁(정부서울청사),448691,67590,453376,64250,516281,517626
202011,3호선,경찰병원,155480,34210,154356,35043,189690,189399
202010,3호선,경찰병원,148735,34277,147910,35131,183012,183041
202009,3호선,경찰병원,133226,29704,131690,30435,162930,162125
202008,3호선,경찰병원,141207,31187,140298,32089,172394,172387
202007,3호선,경찰병원,171555,37418,169684,38296,208973,207980
202011,공항철도 1호선,계양,224614,21145,203478,19732,245759,223210
202010,공항철도 1호선,계양,222332,23108,199870,21234,245440,221104
202009,공항철도 1호선,계양,188788,18415,174201,17302,207203,191503
202008,공항철도 1호선,계양,199331,18461,183330,17487,217792,200817
202007,공항철도 1호선,계양,234989,22086,213068,20920,257075,233988
202011,5호선,고덕,182159,47165,176415,46758,229324,223173
202010,5호선,고덕,175920,46267,169595,45763,222187,215358
202009,5호선,고덕,150437,38968,147815,38659,189405,186474
202008,5호선,고덕,158179,39971,156250,39618,198150,195868
202007,5호선,고덕,192245,46861,190776,47451,239106,238227
202011,6호선,고려대(종암),173271,27664,165235,28053,200935,193288
202010,6호선,고려대(종암),172194,28019,164097,28436,200213,192533
202009,6호선,고려대(종암),152238,24167,144401,24308,176405,168709
202008,6호선,고려대(종암),154785,23796,146953,24118,178581,171071
202007,6호선,고려대(종암),187664,28714,176998,29014,216378,206012
202011,수인선,고색,65897,9766,64116,9032,75663,73148
202010,수인선,고색,59144,10387,58042,9850,69531,67892
202009,수인선,고색,29462,5957,29869,5855,35419,35724
202011,3호선,고속터미널(3호선),1001968,132651,1002858,126911,1134619,1129769
202010,3호선,고속터미널(3호선),1037161,135138,1000447,129822,1172299,1130269
202009,3호선,고속터미널(3호선),783391,106977,820278,102678,890368,922956
202008,3호선,고속터미널(3호선),969683,121205,967097,115707,1090888,1082804
202007,3호선,고속터미널(3호선),1124153,143264,1113763,136545,1267417,1250308
202011,7호선,고속터미널(7호선),374261,59121,307450,51535,433382,358985
202010,7호선,고속터미널(7호선),376148,58526,295972,50633,434674,346605
202009,7호선,고속터미널(7호선),282684,46041,248643,40482,328725,289125
202008,7호선,고속터미널(7호선),347990,50186,278722,43270,398176,321992
202007,7호선,고속터미널(7호선),386739,57596,321315,50565,444335,371880
202011,9호선,고속터미널(9호선),271020,43118,367610,49287,314138,416897
202010,9호선,고속터미널(9호선),279694,44133,366456,50395,323827,416851
202009,9호선,고속터미널(9호선),215759,35050,294445,40020,250809,334465
202008,9호선,고속터미널(9호선),254528,38603,350178,44412,293131,394590
202007,9호선,고속터미널(9호선),305853,45681,415030,52651,351534,467681
202011,안산선,고잔,194314,28508,189008,27541,222822,216549
202010,안산선,고잔,192372,30025,181874,28463,222397,210337
202009,안산선,고잔,160121,24650,154863,23705,184771,178568
202008,안산선,고잔,158565,23586,153735,22676,182151,176411
202007,안산선,고잔,187886,28783,184082,27322,216669,211404
202011,경의선,곡산,10785,4362,11375,4398,15147,15773
202010,경의선,곡산,11098,5058,11798,5007,16156,16805
202009,경의선,곡산,9214,3791,9746,3839,13005,13585
202008,경의선,곡산,9292,3861,9471,3790,13153,13261
202007,경의선,곡산,11219,4649,12036,4686,15868,16722
202011,경강선,곤지암,51772,10547,51493,10868,62319,62361
202010,경강선,곤지암,51293,11347,51814,11811,62640,63625
202009,경강선,곤지암,37829,8434,39098,8875,46263,47973
202008,경강선,곤지암,37630,8209,37987,8509,45839,46496
202007,경강선,곤지암,47832,9992,47320,10354,57824,57674
202011,공항철도 1호선,공덕(공항철도),49398,5870,65770,6924,55268,72694
202010,공항철도 1호선,공덕(공항철도),47972,5591,63632,6526,53563,70158
202009,공항철도 1호선,공덕(공항철도),41456,4736,52138,5393,46192,57531
202008,공항철도 1호선,공덕(공항철도),45003,4972,57928,5909,49975,63837
202007,공항철도 1호선,공덕(공항철도),52553,5815,69620,6786,58368,76406
202011,5호선,공덕(5호선),315027,36366,340442,34430,351393,374872
202010,5호선,공덕(5호선),296198,36339,320119,34252,332537,354371
202009,5호선,공덕(5호선),259556,30395,281084,28544,289951,309628
202008,5호선,공덕(5호선),271216,31597,293221,29977,302813,323198
202007,5호선,공덕(5호선),339102,38424,369014,36447,377526,405461
202011,6호선,공덕(6호선),397897,61885,386485,57469,459782,443954
202010,6호선,공덕(6호선),377763,61410,370810,57888,439173,428698
202009,6호선,공덕(6호선),337892,53540,329747,50185,391432,379932
202008,6호선,공덕(6호선),351332,53814,344322,50796,405146,395118
202007,6호선,공덕(6호선),430153,65896,420799,61669,496049,482468
202011,경의선,공덕(경의선),76495,11244,67241,10851,87739,78092
202010,경의선,공덕(경의선),74102,11454,65199,11205,85556,76404
202009,경의선,공덕(경의선),61920,9482,56065,9286,71402,65351
202008,경의선,공덕(경의선),67264,9924,58564,9504,77188,68068
202007,경의선,공덕(경의선),80330,11882,72192,11613,92212,83805
202011,7호선,공릉(서울과학기술대),254218,56201,251400,56768,310419,308168
202010,7호선,공릉(서울과학기술대),253299,57424,251171,57958,310723,309129
202009,7호선,공릉(서울과학기술대),211217,49981,209030,50194,261198,259224
202008,7호선,공릉(서울과학기술대),224704,51085,223186,51556,275789,274742
202007,7호선,공릉(서울과학기술대),269043,59369,267217,60092,328412,327309
202011,9호선,공항시장,53651,19420,58919,21070,73071,79989
202010,9호선,공항시장,52790,19807,56649,21364,72597,78013
202009,9호선,공항시장,47161,17590,51442,19183,64751,70625
202008,9호선,공항시장,51166,18232,55547,19866,69398,75413
202007,9호선,공항시장,58263,20542,62421,22191,78805,84612
202011,공항철도 1호선,공항화물청사,49292,7449,54321,7305,56741,61626
202010,공항철도 1호선,공항화물청사,48096,7592,52949,7584,55688,60533
202009,공항철도 1호선,공항화물청사,47287,7398,52689,7494,54685,60183
202008,공항철도 1호선,공항화물청사,47293,7296,52394,7259,54589,59653
202007,공항철도 1호선,공항화물청사,53646,8109,59251,8110,61755,67361
202011,과천선,과천,102308,28948,90725,27898,131256,118623
202010,과천선,과천,101821,29253,88289,27681,131074,115970
202009,과천선,과천,87920,24474,76911,23367,112394,100278
202008,과천선,과천,89850,24533,79558,23525,114383,103083
202007,과천선,과천,111073,29550,97596,28121,140623,125717
202011,경부선,관악,155162,42723,141272,40281,197885,181553
202010,경부선,관악,153331,45052,137619,42235,198383,179854
202009,경부선,관악,132547,37661,121637,35699,170208,157336
202008,경부선,관악,134108,36349,123957,35024,170457,158981
202007,경부선,관악,165945,44260,151568,41895,210205,193463
202011,5호선,광나루(장신대),286485,55862,259424,53898,342347,313322
202010,5호선,광나루(장신대),281762,58770,255791,56905,340532,312696
202009,5호선,광나루(장신대),240052,48919,217627,47102,288971,264729
202008,5호선,광나루(장신대),246204,46505,220675,43849,292709,264524
202007,5호선,광나루(장신대),304295,58523,272652,55861,362818,328513
202011,경부선,광명,77748,6513,63556,6133,84261,69689
202010,경부선,광명,75432,6753,62062,6310,82185,68372
202009,경부선,광명,60936,5722,53631,5430,66658,59061
202008,경부선,광명,69938,5739,57889,5295,75677,63184
202007,경부선,광명,80904,6576,67222,6124,87480,73346
202011,7호선,광명사거리,475704,123806,463255,127230,599510,590485
202010,7호선,광명사거리,470411,124133,459794,127446,594544,587240
202009,7호선,광명사거리,429769,116589,421290,120961,546358,542251
202008,7호선,광명사거리,441953,114080,430575,117331,556033,547906
202007,7호선,광명사거리,521638,128934,504248,132384,650572,636632
202011,경원선,광운대,181390,44431,174134,43356,225821,217490
202010,경원선,광운대,173762,45382,166730,44195,219144,210925
202009,경원선,광운대,142114,41248,133418,40055,183362,173473
202008,경원선,광운대,143732,40000,139062,39723,183732,178785
202007,경원선,광운대,178878,46903,167702,46147,225781,213849
202011,5호선,광화문(세종문화회관),706524,59487,742886,57488,766011,800374
202010,5호선,광화문(세종문화회관),654622,56536,690214,54740,711158,744954
202009,5호선,광화문(세종문화회관),545517,46478,571217,44278,591995,615495
202008,5호선,광화문(세종문화회관),617778,66624,657843,64475,684402,722318
202007,5호선,광화문(세종문화회관),789567,70715,839141,69403,860282,908544
202011,6호선,광흥창(서강),184009,39100,177057,38395,223109,215452
202010,6호선,광흥창(서강),176409,37395,168038,36750,213804,204788
202009,6호선,광흥창(서강),157896,31051,150594,30578,188947,181172
202008,6호선,광흥창(서강),168360,33245,160803,32396,201605,193199
202007,6호선,광흥창(서강),200795,38802,191746,38126,239597,229872
202011,3호선,교대(법원.검찰청) 3호선,298492,55695,198682,34413,354187,233095
202010,3호선,교대(법원.검찰청) 3호선,280562,53583,186935,32941,334145,219876
202009,3호선,교대(법원.검찰청) 3호선,243449,44334,161341,27546,287783,188887
202008,3호선,교대(법원.검찰청) 3호선,262746,47009,175281,29272,309755,204553
202007,3호선,교대(법원.검찰청) 3호선,330589,60398,222522,36747,390987,259269
202011,2호선,교대(법원.검찰청) 2호선,723089,128237,816436,142660,851326,959096
202010,2호선,교대(법원.검찰청) 2호선,681434,121843,774106,136410,803277,910516
202009,2호선,교대(법원.검찰청) 2호선,603592,103397,681203,113899,706989,795102
202008,2호선,교대(법원.검찰청) 2호선,657771,109780,740294,122035,767551,862329
202007,2호선,교대(법원.검찰청) 2호선,807591,138178,915034,154787,945769,1069821
202011,경부선,구로,423925,79626,440430,77540,503551,517970
202010,경부선,구로,415003,79994,432966,77717,494997,510683
202009,경부선,구로,373629,71853,383799,69703,445482,453502
202008,경부선,구로,354299,66075,364823,63752,420374,428575
202007,경부선,구로,417533,77755,430060,74925,495288,504985
202011,2호선,구로디지털단지,1418737,137282,1418268,139421,1556019,1557689
202010,2호선,구로디지털단지,1366317,138370,1363215,139983,1504687,1503198
202009,2호선,구로디지털단지,1216483,116839,1212858,118547,1333322,1331405
202008,2호선,구로디지털단지,1285578,125454,1285885,126835,1411032,1412720
202007,2호선,구로디지털단지,1528559,142769,1520866,144492,1671328,1665358
202011,분당선,구룡,37186,11813,36333,11841,48999,48174
202010,분당선,구룡,34716,11526,33664,11455,46242,45119
202009,분당선,구룡,27977,9058,27249,9011,37035,36260
202008,분당선,구룡,27584,9258,26849,9054,36842,35903
202007,분당선,구룡,34768,11300,33535,10832,46068,44367
202011,중앙선,구리,285850,68660,289256,68760,354510,358016
202010,중앙선,구리,286263,72777,289560,73014,359040,362574
202009,중앙선,구리,242857,60577,246918,61012,303434,307930
202008,중앙선,구리,255505,59785,258797,61074,315290,319871
202007,중앙선,구리,308572,73685,310763,74778,382257,385541
202011,9호선,구반포,53630,18088,56273,18417,71718,74690
202010,9호선,구반포,51765,17276,54140,17629,69041,71769
202009,9호선,구반포,43219,14357,44918,14547,57576,59465
202008,9호선,구반포,50961,15647,52492,15993,66608,68485
202007,9호선,구반포,57982,18482,61576,18797,76464,80373
202011,6호선,구산,149496,36982,101947,42006,186478,143953
202010,6호선,구산,147669,38119,99384,43059,185788,142443
202009,6호선,구산,128435,33082,86898,37189,161517,124087
202008,6호선,구산,135314,33829,93538,38421,169143,131959
202007,6호선,구산,162539,40096,109959,45080,202635,155039
202011,분당선,구성,96614,28469,100134,29162,125083,129296
202010,분당선,구성,94923,29861,97779,30067,124784,127846
202009,분당선,구성,80346,23397,83935,23548,103743,107483
202008,분당선,구성,82999,23342,86103,23762,106341,109865
202007,분당선,구성,104742,29503,107167,29428,134245,136595
202011,2호선,구의(광진구청),514889,85263,498996,87241,600152,586237
202010,2호선,구의(광진구청),500459,85152,482716,86528,585611,569244
202009,2호선,구의(광진구청),448296,74006,433768,75494,522302,509262
202008,2호선,구의(광진구청),478828,77177,462899,79226,556005,542125
202007,2호선,구의(광진구청),569347,90445,545220,92715,659792,637935
202011,경인선,구일,161976,35818,175110,36024,197794,211134
202010,경인선,구일,136994,35991,139602,35804,172985,175406
202009,경인선,구일,109599,30188,111935,30260,139787,142195
202008,경인선,구일,118590,30048,122087,30104,148638,152191
202007,경인선,구일,140641,35225,142889,35298,175866,178187
202011,3호선,구파발,444767,95441,422572,90369,540208,512941
202010,3호선,구파발,449065,99679,430114,95804,548744,525918
202009,3호선,구파발,382568,83550,365068,79716,466118,444784
202008,3호선,구파발,402336,83240,383057,79728,485576,462785
202007,3호선,구파발,494637,102106,468886,97804,596743,566690
202011,중앙선,국수,12222,7641,11853,7697,19863,19550
202010,중앙선,국수,13640,8957,12882,9050,22597,21932
202009,중앙선,국수,10579,6980,10201,7139,17559,17340
202008,중앙선,국수,9874,6338,9591,6406,16212,15997
202007,중앙선,국수,13825,8584,12944,8598,22409,21542
202011,9호선,국회의사당,347830,40701,355284,35487,388531,390771
202010,9호선,국회의사당,313161,36047,324989,31634,349208,356623
202009,9호선,국회의사당,286370,28592,293634,24834,314962,318468
202008,9호선,국회의사당,315995,34598,324261,29956,350593,354217
202007,9호선,국회의사당,376205,43446,384456,37902,419651,422358
202011,5호선,군자(능동) 5호선,250181,32617,275642,33584,282798,309226
202010,5호선,군자(능동) 5호선,246494,33197,271901,34234,279691,306135
202009,5호선,군자(능동) 5호선,219606,28207,237743,28170,247813,265913
202008,5호선,군자(능동) 5호선,226620,28539,248395,29375,255159,277770
202007,5호선,군자(능동) 5호선,266398,34411,295683,35605,300809,331288
202011,7호선,군자(능동) 7호선,314398,59846,242266,52420,374244,294686
202010,7호선,군자(능동) 7호선,305704,60668,234188,53158,366372,287346
202009,7호선,군자(능동) 7호선,273429,51904,211512,46593,325333,258105
202008,7호선,군자(능동) 7호선,286941,54362,221895,47697,341303,269592
202007,7호선,군자(능동) 7호선,338001,64199,259765,56366,402200,316131
202011,경부선,군포,160350,30469,158623,29806,190819,188429
202010,경부선,군포,159799,30780,156741,29909,190579,186650
202009,경부선,군포,146644,27941,144854,27189,174585,172043
202008,경부선,군포,140407,27478,137421,26860,167885,164281
202007,경부선,군포,164931,30975,160865,30160,195906,191025
202011,경춘선,굴봉산,1750,1728,1586,1782,3478,3368
202010,경춘선,굴봉산,2725,2758,2710,2805,5483,5515
202009,경춘선,굴봉산,1880,2130,1892,2158,4010,4050
202008,경춘선,굴봉산,2335,1871,1883,1889,4206,3772
202007,경춘선,굴봉산,2980,2279,2525,2444,5259,4969
202011,7호선,굴포천,196414,27422,205685,28084,223836,233769
202010,7호선,굴포천,192497,28119,199871,28531,220616,228402
202009,7호선,굴포천,169377,24543,177566,24955,193920,202521
202008,7호선,굴포천,177868,25861,186655,26425,203729,213080
202007,7호선,굴포천,208392,29130,216480,29881,237522,246361
202011,5호선,굽은다리(강동구민회관앞),188892,54490,178680,50867,243382,229547
202010,5호선,굽은다리(강동구민회관앞),182922,54518,171253,50878,237440,222131
202009,5호선,굽은다리(강동구민회관앞),160724,46183,151955,42948,206907,194903
202008,5호선,굽은다리(강동구민회관앞),170215,48900,162166,45952,219115,208118
202007,5호선,굽은다리(강동구민회관앞),197351,55531,185433,51731,252882,237164
202011,경춘선,금곡,26232,12644,24708,12204,38876,36912
202010,경춘선,금곡,26338,13656,24964,13330,39994,38294
202009,경춘선,금곡,23246,12068,21942,11655,35314,33597
202008,경춘선,금곡,23232,11391,21494,10895,34623,32389
202007,경춘선,금곡,27576,13582,25920,13150,41158,39070
202011,경의선,금릉,94331,20424,91714,20059,114755,111773
202010,경의선,금릉,95350,21481,93234,21151,116831,114385
202009,경의선,금릉,76157,18231,75324,18094,94388,93418
202008,경의선,금릉,79601,17640,78273,17487,97241,95760
202007,경의선,금릉,103451,22564,101590,22409,126015,123999
202011,경부선,금정,581742,90338,594541,92219,672080,686760
202010,경부선,금정,568089,92530,576765,94620,660619,671385
202009,경부선,금정,501207,78221,513786,80510,579428,594296
202008,경부선,금정,513269,77986,524506,79681,591255,604187
202007,경부선,금정,614038,91581,625820,92780,705619,718600
202011,경부선,금천구청,243825,64891,238499,65891,308716,304390
202010,경부선,금천구청,237781,66451,231532,66965,304232,298497
202009,경부선,금천구청,206598,56200,203322,56701,262798,260023
202008,경부선,금천구청,208197,54906,204259,56403,263103,260662
202007,경부선,금천구청,251645,65842,243545,66663,317487,310208
202011,경의선,금촌,131168,36379,129640,37435,167547,167075
202010,경의선,금촌,135756,37647,132811,38289,173403,171100
202009,경의선,금촌,111274,31723,110110,32476,142997,142586
202008,경의선,금촌,116219,31078,114531,31436,147297,145967
202007,경의선,금촌,144234,38543,140728,39241,182777,179969
202011,3호선,금호,169952,44585,155271,43604,214537,198875
202010,3호선,금호,166015,46320,149820,45239,212335,195059
202009,3호선,금호,145306,40224,132872,39290,185530,172162
202008,3호선,금호,154755,40498,140480,39719,195253,180199
202007,3호선,금호,186053,46684,167340,46100,232737,213440
202011,분당선,기흥,211576,32860,201334,32564,244436,233898
202010,분당선,기흥,208378,33609,195261,33543,241987,228804
202009,분당선,기흥,173179,27813,164740,27660,200992,192400
202008,분당선,기흥,183306,28061,173909,28197,211367,202106
202007,분당선,기흥,226946,34241,210975,34131,261187,245106
202011,5호선,길동,147102,54049,153349,56187,201151,209536
202010,5호선,길동,140816,53023,146160,54532,193839,200692
202009,5호선,길동,124789,46959,130304,48751,171748,179055
202008,5호선,길동,133557,48005,138977,49751,181562,188728
202007,5호선,길동,151804,55365,158466,57268,207169,215734
202011,4호선,길음,436137,93180,419167,92785,529317,511952
202010,4호선,길음,425482,94379,404716,94068,519861,498784
202009,4호선,길음,366223,80532,350871,80807,446755,431678
202008,4호선,길음,379967,80957,357080,81069,460924,438149
202007,4호선,길음,469022,96642,440734,96496,565664,537230
202011,경춘선,김유정,5505,2923,6359,3211,8428,9570
202010,경춘선,김유정,8330,4541,9592,4890,12871,14482
202009,경춘선,김유정,4811,2660,5677,2920,7471,8597
202008,경춘선,김유정,4934,2399,5272,2407,7333,7679
202007,경춘선,김유정,6448,3353,7268,3566,9801,10834
